ts,temp_c_mean,temp_c_std,temp_c_min,temp_c_max,temp_c_slope,temp_c_delta,humidity_mean,humidity_std,humidity_min,humidity_max,humidity_slope,humidity_delta,gas_ppm_mean,gas_ppm_std,gas_ppm_min,gas_ppm_max,gas_ppm_slope,gas_ppm_delta,smoke_mean,smoke_std,smoke_min,smoke_max,smoke_slope,smoke_delta,battery_v_mean,battery_v_std,battery_v_min,battery_v_max,battery_v_slope,battery_v_delta,anomaly_score,is_anomaly,alert_active,root_cause
2026-01-31T18:40:53.491973+00:00,22.013966666666665,0.19069678957852343,21.639,22.455,0.00013114754098361223,-0.277000000000001,0.45261666666666667,0.01896320267137267,0.419,0.515,-6.587941094748542e-05,-0.040000000000000036,12.029583333333333,0.8863649228105143,10.345,13.979,0.0032616560155598775,1.491999999999999,0.02171666666666667,0.009686918441325337,0.0,0.042,-0.00013695470964156708,0.005000000000000001,3.7498500000000003,0.004696896138231393,3.737,3.76,1.569880522367298e-05,-0.008999999999999897,-0.4751104286879869,0,0,
2026-01-31T18:40:54.493907+00:00,22.013649999999995,0.19036323393274607,21.639,22.455,0.0008003056404556856,0.41199999999999903,0.4529166666666667,0.018982704115998745,0.419,0.515,-6.17671575437621e-05,0.04400000000000004,12.001833333333334,0.8978804702681135,10.345,13.979,0.0020272853570436245,-1.2619999999999987,0.021533333333333335,0.009708186694171516,0.0,0.042,-0.00014070575159766602,-0.013000000000000001,3.749916666666666,0.004670088031528085,3.737,3.76,9.419283134203795e-06,0.005999999999999783,-0.4771587110281072,0,0,
2026-01-31T18:40:55.499253+00:00,22.006866666666664,0.18935420659588106,21.639,22.455,0.0008944706863017575,-0.36999999999999744,0.4522000000000001,0.019506238318377365,0.417,0.515,-0.00010864128924701305,-0.04600000000000004,11.996783333333335,0.8982954987394489,10.345,13.979,0.0017811892192275626,0.9609999999999985,0.021183333333333332,0.009774953821999478,0.0,0.042,-0.00014690191719922202,-0.006,3.7499,0.004685794134046681,3.737,3.76,-5.279244234509448e-06,-0.004999999999999893,-0.46481337523674415,0,0,
2026-01-31T18:40:56.503508+00:00,22.00086666666667,0.19330135942500665,21.639,22.455,0.00047479855515421716,-0.13700000000000045,0.45205000000000006,0.019434012280878425,0.417,0.515,-7.738260627952197e-05,0.040000000000000036,12.018733333333333,0.8789980444928317,10.345,13.979,-0.0008237288135593226,0.11100000000000065,0.021683333333333332,0.010493635637322694,0.0,0.051,-9.833287024173382e-05,0.041999999999999996,3.7499499999999997,0.004713190709770432,3.737,3.76,3.3064740205613345e-06,0.008999999999999897,-0.48634409349910473,0,0,
2026-01-31T18:40:57.506183+00:00,22.00198333333333,0.19245072890367448,21.639,22.455,-1.5087524312295526e-05,0.19000000000000128,0.4521333333333334,0.019332586192459842,0.417,0.515,-0.0001560433453737149,-0.026000000000000023,12.001883333333334,0.8888119053295559,10.345,13.979,-0.0025402333981661596,-0.8949999999999996,0.021399999999999995,0.010440625779457218,0.0,0.051,-9.18032786885246e-05,-0.036,3.74995,0.004713190709770432,3.737,3.76,1.3475965545985547e-05,-0.0009999999999998899,-0.48073799104137466,0,0,
2026-01-31T18:40:58.509296+00:00,21.999133333333337,0.19147170954361797,21.639,22.455,0.000204779105307048,0.09299999999999997,0.4517333333333334,0.01928977852531116,0.417,0.515,-0.00014915254237288125,0.01100000000000001,12.04465,0.8755645002891943,10.345,13.979,-0.0034513753820505713,2.0429999999999993,0.02133333333333333,0.010455726766811679,0.0,0.051,-9.969435954431789e-05,0.0020000000000000018,3.7498333333333336,0.0046981083663770315,3.737,3.76,1.5504306751875995e-05,-0.006000000000000227,-0.46725325776914584,0,0,
2026-01-31T18:40:59.510501+00:00,22.00525,0.1921830399211475,21.639,22.455,0.00027916087802169054,0.22699999999999676,0.45176666666666676,0.019267733534475598,0.417,0.515,-0.00019166435120866897,-0.0020000000000000018,12.041750000000002,0.8760982560002426,10.345,13.979,-0.00398885801611559,-1.2379999999999995,0.0212,0.010395191195932857,0.0,0.051,-8.391219783273134e-05,0.0049999999999999975,3.7497833333333337,0.004701388683735389,3.737,3.76,1.4476243400945468e-05,0.001000000000000334,-0.4624743598472039,0,0,
2026-01-31T18:41:00.516615+00:00,22.00603333333333,0.1925082653348221,21.639,22.455,0.0005454292859127767,-0.09899999999999665,0.45148333333333335,0.01921066688645197,0.417,0.515,-0.00017874409558210597,0.007000000000000006,12.030399999999998,0.861776831126636,10.345,13.979,-0.0003330925257015849,0.9969999999999999,0.021116666666666662,0.010328103515274342,0.0,0.051,-5.609891636565715e-05,0.005000000000000001,3.7497833333333332,0.004701388683735389,3.737,3.76,1.8532925812726244e-05,0.0029999999999996696,-0.45717177031059836,0,0,
2026-01-31T18:41:01.522324+00:00,22.0059,0.19250962746487954,21.639,22.455,0.0005388719088635955,-0.10900000000000176,0.45103333333333334,0.01901663014895705,0.417,0.515,-0.0001512642400666851,-0.0010000000000000009,12.0628,0.8892142748891667,10.345,13.979,0.002138927479855516,0.968,0.020749999999999998,0.010254470569788898,0.0,0.051,-4.920811336482357e-05,-0.015,3.7498999999999993,0.004839765834555733,3.737,3.76,3.739927757710479e-05,0.008000000000000007,-0.46943275409839613,0,0,
2026-01-31T18:41:02.528083+00:00,22.0021,0.18876216958561026,21.639,22.455,0.0011657126979716824,0.0779999999999994,0.4511833333333334,0.018956521891481632,0.417,0.515,-0.0001766323978883022,0.0020000000000000018,12.040016666666668,0.8954418553925704,10.345,13.979,0.0013256737982772987,-2.6359999999999992,0.020666666666666663,0.010149986316356403,0.0,0.051,-6.557377049180351e-06,0.019,3.7499999999999996,0.004757450297515773,3.737,3.76,2.4228952486801995e-05,-0.009999999999999787,-0.47968809200143636,0,0,
