ts,temp_c_mean,temp_c_std,temp_c_min,temp_c_max,temp_c_slope,temp_c_delta,humidity_mean,humidity_std,humidity_min,humidity_max,humidity_slope,humidity_delta,gas_ppm_mean,gas_ppm_std,gas_ppm_min,gas_ppm_max,gas_ppm_slope,gas_ppm_delta,smoke_mean,smoke_std,smoke_min,smoke_max,smoke_slope,smoke_delta,battery_v_mean,battery_v_std,battery_v_min,battery_v_max,battery_v_slope,battery_v_delta,anomaly_score,is_anomaly,alert_active,root_cause
2026-01-31T08:00:50.138457+00:00,21.97253333333333,0.21768558876406008,21.449,22.401,-0.003866629619338712,0.379999999999999,0.44676666666666665,0.02225710872707614,0.374,0.49,9.919422061683814e-05,-0.069,12.248966666666666,0.8090259774705768,10.638,14.238,0.0006368435676576823,-0.5060000000000002,0.018899999999999997,0.010117147160472989,0.0,0.042,3.8899694359544324e-05,-0.0009999999999999974,3.7484999999999995,0.0060041652209112,3.734,3.763,4.467907752153212e-05,-0.01200000000000001,-0.5584793233091179,1,0,
2026-01-31T08:00:51.140122+00:00,21.9673,0.21291941355044774,21.449,22.401,-0.0032128368991386565,-0.08599999999999852,0.4471,0.022077665939436022,0.374,0.49,5.94053903862185e-05,0.02400000000000002,12.208266666666667,0.7683414793494419,10.638,13.76,0.0032655181994998587,0.504999999999999,0.019066666666666662,0.010067880721493588,0.0,0.042,2.895248680188941e-05,0.0,3.7485166666666667,0.00599858779676977,3.734,3.763,3.798277299249607e-05,0.0040000000000000036,-0.5050002277043338,0,0,
2026-01-31T08:00:52.141784+00:00,21.971316666666667,0.2110091223673094,21.449,22.401,-0.0035489580439010886,-0.019999999999999574,0.44784999999999997,0.02218019011039656,0.374,0.49,6.949152542372887e-05,0.02799999999999997,12.230733333333337,0.7948582445247007,10.638,13.816,0.006341372603500972,2.0200000000000014,0.018899999999999997,0.009934284070832683,0.0,0.042,5.568213392609056e-05,0.0009999999999999974,3.7487166666666667,0.005910701218035688,3.734,3.763,2.9258127257569706e-05,0.004999999999999893,-0.532420582264732,1,0,
2026-01-31T08:00:53.145377+00:00,21.960183333333337,0.20737683024441805,21.449,22.401,-0.0033213948318977574,-0.2890000000000015,0.4470833333333333,0.021672018569779995,0.374,0.49,0.00011794943039733262,-0.033999999999999975,12.195416666666668,0.7728979081281621,10.638,13.816,0.00796657404834676,-2.1750000000000007,0.01878333333333333,0.010008482513459382,0.0,0.042,3.453737149208113e-05,-0.013,3.748733333333334,0.0059185208362299915,3.734,3.763,3.85106974159465e-05,0.0,-0.5387307921785449,1,1,unknown
2026-01-31T08:00:54.147005+00:00,21.961366666666667,0.20851906121237176,21.449,22.401,-0.002652125590441798,0.4969999999999999,0.4465333333333333,0.021475929678492513,0.374,0.49,0.0001435954431786607,-0.0010000000000000009,12.19655,0.7726588817194817,10.638,13.816,0.007423145318143929,0.42600000000000016,0.01891666666666666,0.010010480618942441,0.0,0.042,3.5037510419560984e-05,0.014,3.7486833333333336,0.005970738833864859,3.734,3.763,1.7810502917475274e-05,-0.010999999999999677,-0.5351659145948365,1,1,unknown
2026-01-31T08:00:55.152386+00:00,21.95536666666667,0.20855838244695135,21.449,22.401,-0.002656682411781057,-0.41999999999999815,0.4459999999999999,0.021924871721403526,0.374,0.49,8.26896360100027e-05,-0.026000000000000023,12.1946,0.7748843397565858,10.638,13.816,0.004478744095582104,-0.8130000000000006,0.018566666666666665,0.009842707396285278,0.0,0.042,5.090302861906084e-05,-0.01,3.7487833333333342,0.006041775861082169,3.734,3.763,3.203667685467973e-05,0.01499999999999968,-0.5319850395756818,1,1,unknown
2026-01-31T08:00:56.156670+00:00,21.956116666666667,0.20879472308678887,21.449,22.401,-0.002437427063073084,0.26699999999999946,0.4454666666666666,0.021845263915905334,0.374,0.49,9.358155043067521e-05,0.02100000000000002,12.192066666666667,0.7791109220700791,10.638,13.816,0.00015643234231730945,-0.43299999999999983,0.01826666666666666,0.009916092420348294,0.0,0.042,4.2845234787440955e-05,-0.005999999999999999,3.748816666666667,0.006064903589963751,3.734,3.763,4.604056682411536e-05,-0.0019999999999997797,-0.5222412249661712,1,1,unknown
2026-01-31T08:00:57.162025+00:00,21.966099999999997,0.20181143839402818,21.449,22.401,-0.002916254515143101,0.0730000000000004,0.4451,0.02156285386183069,0.374,0.49,0.00014931925534870792,0.018000000000000016,12.149883333333337,0.8262752586490506,10.008,13.816,-0.00283598221728258,-0.8130000000000006,0.018249999999999995,0.009919047333287608,0.0,0.042,3.698249513753821e-05,0.009000000000000001,3.749016666666667,0.006198095585652781,3.734,3.763,5.965545984995554e-05,0.004999999999999893,-0.5272571477235465,1,1,unknown
2026-01-31T08:00:58.167491+00:00,21.961700000000004,0.20363245484614337,21.449,22.401,-0.0031959988885801654,-0.3689999999999998,0.4465833333333334,0.019591913014189187,0.405,0.49,5.815504306751876e-05,0.01200000000000001,12.148383333333335,0.826099390543024,10.008,13.816,-0.0025130036121144774,2.1930000000000014,0.018366666666666663,0.009803004074715509,0.0,0.042,4.278966379549875e-06,-0.004,3.7492499999999995,0.006193074088582037,3.734,3.763,5.921089191441756e-05,-0.0030000000000001137,-0.49971624413786886,0,1,unknown
2026-01-31T08:00:59.169147+00:00,21.967166666666667,0.2035134038719698,21.449,22.401,-0.0032107807724367954,0.37599999999999767,0.44673333333333337,0.01961365737325794,0.405,0.49,6.762989719366493e-05,-0.009000000000000008,12.15901666666667,0.8284810899404337,10.008,13.816,-0.0018951653237010305,0.45699999999999896,0.01863333333333333,0.009870776171214816,0.0,0.042,1.2614615170880795e-05,0.017,3.749083333333333,0.006330591511769536,3.734,3.763,4.1983884412333686e-05,-0.016999999999999904,-0.5058342079242405,0,1,unknown
